epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,2924.95,1.44414,0.63782,0.7365,0.88737,0.84773,0.79196,0.41143,2.0398,1.1758,0.8431,0.000258718,0.000258718,0.000258718
130,2945.3,1.44608,0.59908,0.71151,0.88854,0.85215,0.81226,0.3989,2.06058,1.16847,0.8471,0.000247716,0.000247716,0.000247716
131,2965.5,1.49105,0.65187,0.7431,0.8898,0.84108,0.80002,0.39841,2.08437,1.15091,0.84922,0.000236714,0.000236714,0.000236714
132,2986.3,1.36546,0.56936,0.70843,0.88466,0.83242,0.79801,0.38611,2.07348,1.18303,0.84417,0.000225712,0.000225712,0.000225712
133,3007.13,1.41105,0.64938,0.71326,0.89031,0.85667,0.80885,0.39696,2.07925,1.18413,0.8481,0.00021471,0.00021471,0.00021471
134,3027.35,1.44474,0.59913,0.72459,0.89023,0.8444,0.80595,0.39433,2.11241,1.18952,0.84753,0.000203707,0.000203707,0.000203707
135,3047.06,1.36948,0.57451,0.70279,0.87916,0.84773,0.81091,0.39395,2.11131,1.1952,0.84523,0.000192705,0.000192705,0.000192705
136,3067.1,1.35868,0.56885,0.74681,0.89054,0.84258,0.81317,0.39617,2.06805,1.17152,0.84618,0.000181703,0.000181703,0.000181703
137,3086.66,1.43366,0.60123,0.71327,0.88886,0.83636,0.81029,0.40507,2.07585,1.19507,0.84747,0.000170701,0.000170701,0.000170701
138,3106.83,1.41002,0.60401,0.74398,0.88515,0.84511,0.80565,0.42948,1.99005,1.20503,0.83999,0.000159699,0.000159699,0.000159699
139,3130.12,1.46201,0.6251,0.71232,0.8872,0.84521,0.80775,0.42505,2.0112,1.19182,0.83876,0.000148696,0.000148696,0.000148696
140,3153.6,1.40548,0.59373,0.73995,0.8877,0.85909,0.81616,0.41509,2.03305,1.17448,0.84222,0.000137694,0.000137694,0.000137694
141,3183.85,1.53514,0.62744,0.68331,0.82393,0.78174,0.78049,0.36428,2.2045,1.3149,0.85745,0.000126692,0.000126692,0.000126692
142,3203.36,1.45334,0.60093,0.71005,0.87235,0.83252,0.80372,0.38038,2.12242,1.22474,0.84582,0.00011569,0.00011569,0.00011569
143,3222.91,1.38456,0.57298,0.68371,0.89989,0.843,0.83893,0.37541,2.12166,1.19528,0.8459,0.000104688,0.000104688,0.000104688
144,3242.53,1.44604,0.57755,0.72697,0.87722,0.83013,0.81077,0.39631,2.12673,1.23072,0.8466,9.36854e-05,9.36854e-05,9.36854e-05
145,3261.96,1.31355,0.54163,0.67123,0.88363,0.83581,0.8108,0.40725,2.0899,1.24679,0.84366,8.26832e-05,8.26832e-05,8.26832e-05
146,3281.27,1.36194,0.5628,0.66799,0.85452,0.81061,0.80603,0.41151,2.0809,1.23785,0.84422,7.1681e-05,7.1681e-05,7.1681e-05
147,3300.53,1.31943,0.56299,0.68553,0.87499,0.83636,0.81142,0.4129,2.09887,1.24331,0.84354,6.06788e-05,6.06788e-05,6.06788e-05
148,3320.05,1.36879,0.61567,0.68439,0.86716,0.83636,0.81086,0.40522,2.05875,1.23779,0.84182,4.96766e-05,4.96766e-05,4.96766e-05
149,3339.81,1.35455,0.57998,0.70724,0.86727,0.83636,0.80339,0.41853,2.02582,1.20404,0.83891,3.86744e-05,3.86744e-05,3.86744e-05
150,3359.37,1.37486,0.55745,0.67259,0.86593,0.83636,0.81355,0.42074,2.07084,1.2288,0.84019,2.76722e-05,2.76722e-05,2.76722e-05
